added at,release date,name,album,artist(s),id
2018-04-29T13:33:52+00:00,2006,Upside Down,Jack Johnson And Friends: Sing-A-Longs And Lullabies For The Film Curious George,Jack Johnson,spotify:track:6shRGWCtBUOPFLFTTqXZIC
2018-04-29T13:32:35+00:00,2017-12-08,Never Enough,The Greatest Showman (Original Motion Picture Soundtrack),Loren Allred,spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J
2018-04-27T02:12:23+00:00,2001,The Middle,Bleed American (Deluxe Edition),Jimmy Eat World,spotify:track:3mcG2NI5G5vhrQtRda1YnA
2018-04-25T23:05:16+00:00,1981-11-09,Be Good Johnny,Business As Usual,Men At Work,spotify:track:2ZgKs2gWOv4zMmfGcCgJGP
2018-04-25T21:09:09+00:00,2012-01-01,Slow And Steady,My Head Is An Animal,Of Monsters and Men,spotify:track:2PfnAaQIMwHPvmda8MG5jm
2018-04-25T21:03:52+00:00,2012-01-01,King And Lionheart,My Head Is An Animal,Of Monsters and Men,spotify:track:5HF5PRNJ8KGtbzNPPc93tG
2018-04-25T01:18:32+00:00,2012-01-01,Dirty Paws,My Head Is An Animal,Of Monsters and Men,spotify:track:1hxq7kWQnwdhxgpEugBMGk
2018-04-19T01:54:30+00:00,1965-12-03,In My Life - Remastered 2009,Rubber Soul (Remastered),The Beatles,spotify:track:3KfbEIOC7YIv90FIfNSZpo
2018-04-14T21:10:50+00:00,1976-09-28,Sir Duke,Songs In The Key Of Life,Stevie Wonder,spotify:track:4RQgqR09VmHn345vRhKQ6T
2018-04-13T00:35:22+00:00,1985-07-10,And She Was,Little Creatures,Talking Heads,spotify:track:5JwK7v6XhG0YgqDuCgzOy8
2018-04-10T00:05:02+00:00,2009,White Blank Page,Sigh No More,Mumford & Sons,spotify:track:2QulT0LDnhH7011gzjFvLS
2018-04-10T00:00:24+00:00,2009,Sigh No More,Sigh No More,Mumford & Sons,spotify:track:5U5ylKLPH02eF971FqiazK
2018-04-07T19:06:22+00:00,2009,Awake My Soul,Sigh No More,Mumford & Sons,spotify:track:5VwKEmrYEN5eAPvWqrrKS2
2018-04-05T22:34:24+00:00,2013-09-09,Fireside,AM,Arctic Monkeys,spotify:track:4p8hEugsVDbekDgDH4QagU
2018-04-05T13:24:50+00:00,2013-11-11,Stolen Dance,Stolen Dance,Milky Chance,spotify:track:2p0Gd0LBUpqJkUC8ISdBjL
2018-04-05T13:13:10+00:00,2010-01-01,The Cave,Sigh No More (Deluxe),Mumford & Sons,spotify:track:7Ktt7hGxke6dEGNMDn5if2
2018-04-05T12:59:42+00:00,2012-11-16,Little Lion Man,Sigh No More (Benelux Edition),Mumford & Sons,spotify:track:1QTixxvaGxwe6GF8PBwAve
2018-04-05T12:55:00+00:00,2012-09-21,I Will Wait,Babel,Mumford & Sons,spotify:track:0Wj2iUmo89RyjJ4geu8J1s
2018-04-05T12:50:50+00:00,2012-09-21,Babel,Babel,Mumford & Sons,spotify:track:2ZKkNvrODtQcZLfk42ERgc
2018-04-05T12:47:45+00:00,2015-10-09,Trip Switch,Nothing But Thieves (Track by Track),Nothing But Thieves,spotify:track:13QI6bq0U8HMK7gUpAwFBK
2018-03-30T11:33:53+00:00,2009-05-15,21 Guns,21st Century Breakdown,Green Day,spotify:track:64yrDBpcdwEdNY9loyEGbX
2018-03-24T19:23:28+00:00,2001-01-01,"Your Song - From ""Moulin Rouge"" Soundtrack",Moulin Rouge,Ewan McGregor+Alessandro Safina,spotify:track:1rDklEm1rIKphZ7EvWinHm
2018-03-17T01:27:15+00:00,2012-02-21,Carry On,Some Nights,fun.,spotify:track:7gpy7sfWPNuOKmUNs3XQYE
2018-03-17T01:26:53+00:00,2012-02-21,We Are Young (feat. Janelle Monáe),Some Nights,fun.+Janelle Monáe,spotify:track:7a86XRg84qjasly9f6bPSD
2018-03-17T01:26:34+00:00,2012-02-21,Some Nights,Some Nights,fun.,spotify:track:6t6oULCRS6hnI7rm0h5gwl
2018-03-17T01:26:02+00:00,1970-04-10,Your Song,Elton John,Elton John,spotify:track:38zsOOcu31XbbYj9BIPUF1
2018-03-17T01:19:29+00:00,1970-11-23,Father And Son,Tea for the Tillerman,Yusuf / Cat Stevens,spotify:track:19slC7k8bsPOAKDjHYLU2W
2018-03-17T01:18:46+00:00,2016-09-16,Weak,What Everyone's Thinking,AJR,spotify:track:45iMRHmfLZu3yjdZ8P5e3t
2018-03-17T01:16:50+00:00,1982-04-08,Africa,Toto IV,TOTO,spotify:track:2374M0fQpWi3dLnB54qaLX
2018-03-16T20:16:07+00:00,1990-01-02,Birdhouse in Your Soul,Flood,They Might Be Giants,spotify:track:6pmuu4qSz2WrtGkBjUfyuz
2018-03-15T22:13:15+00:00,1986-11-04,Don't Let's Start,They Might Be Giants,They Might Be Giants,spotify:track:2kGwIRvtl5Axrb8hzIruFb
2018-03-13T23:41:12+00:00,2012-01-01,Mountain Sound,My Head Is An Animal,Of Monsters and Men,spotify:track:60ZGteAEtPCnGE6zevgUcd
2018-03-13T23:27:58+00:00,2017-06-23,Next To Me,Evolve,Imagine Dragons,spotify:track:2LaCyasH2uVsTPrO3bgLEK
2018-03-11T23:28:15+00:00,2018-01-19,The Greatest,I Like Fun,They Might Be Giants,spotify:track:0cZVNSz9I8MfZ4W8429n2q
2018-03-11T23:28:11+00:00,2018-01-19,I Like Fun,I Like Fun,They Might Be Giants,spotify:track:2xvVPQVsw51FFFocmAe6Ek
2018-03-07T19:05:46+00:00,2012-12-20,Outro,Vollmilch,Vulfpeck,spotify:track:4aa9YfVVcVO3gQ9rHVHHNu
2018-03-07T12:40:47+00:00,2013-04-19,Female Robbery,I Love You.,The Neighbourhood,spotify:track:4BDnfINTlfJPmLp1UV6CXt
2018-03-06T01:01:45+00:00,2011-01-01,Levels - Radio Edit,Levels,Avicii,spotify:track:5QjJgPU8AJeickx34f7on6
2018-03-06T00:46:30+00:00,2013-09-13,Wake Me Up,True,Avicii,spotify:track:4h8VwCb1MTGoLKueQ1WgbD
2018-03-06T00:39:35+00:00,2014-01-01,The Nights,The Days / Nights,Avicii,spotify:track:0ct6r3EGTcMLPtrXHDvVjc
2018-03-06T00:34:48+00:00,2013-09-13,Hey Brother,True,Avicii,spotify:track:4RXpgGM7A4Hg7cFBoH5KyF
2018-03-06T00:34:07+00:00,2015-10-02,Broken Arrows,Stories,Avicii,spotify:track:260jSxvzkFt71ksvkcy2ke
2018-03-06T00:27:14+00:00,2015-10-02,Sunset Jesus,Stories,Avicii,spotify:track:3Q95VQL8yWRO8mkF6VoDzi
2018-02-28T22:24:55+00:00,2016-01-29,Closer,1749,Lemaitre+Jennie A.,spotify:track:7sSC2ndMmI1qGNbu8UXQuE
2018-02-28T22:24:22+00:00,2016-05-21,Heart Afire,Heart Afire,Defqwop+STRIX,spotify:track:0JQjr0kpluPAuskMPHjqh3
2018-02-28T22:22:10+00:00,2016-01-29,Not Too Late,1749,Lemaitre,spotify:track:3uzaK0j4PagUgGEEM3Y2W6
2018-02-26T22:58:39+00:00,2011,Wait,"Hurry Up, We're Dreaming",M83,spotify:track:3rTnGUeDrnZV22DvRuUuXr
2018-02-26T22:58:33+00:00,2011,Midnight City,"Hurry Up, We're Dreaming",M83,spotify:track:1eyzqe2QqGZUmfcPZtrIyt
2018-02-20T18:01:44+00:00,2018-02-15,Thought Contagion,Thought Contagion,Muse,spotify:track:35zrlBOjpfDPMcZzglWOuV
2018-02-20T01:40:48+00:00,1995,In the Meantime,Resident Alien,Spacehog,spotify:track:02lTDOxHeXTHsdwXoz6lpC
2018-02-18T16:16:02+00:00,2016-08-05,While My Guitar Gently Weeps,Kubo and the Two Strings (Original Motion Picture Soundtrack),Regina Spektor,spotify:track:6XPYPchsGj40NxVLe3m7AM
2018-02-18T16:09:37+00:00,2006-11-17,While My Guitar Gently Weeps,Love,The Beatles,spotify:track:0FzGKD3N0jK6nNOyOJBvNG
2018-02-17T00:32:33+00:00,2005-09-13,How to Save a Life,How To Save A Life,The Fray,spotify:track:5fVZC9GiM4e8vu99W0Xf6J
2018-02-16T15:46:46+00:00,1995-10-02,Wonderwall - Remastered,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Oasis,spotify:track:5wj4E6IsrVtn8IBJQOd0Cl
2018-02-14T13:08:54+00:00,1966-08-05,Eleanor Rigby - Remastered 2009,Revolver (Remastered),The Beatles,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q
2018-02-13T13:02:31+00:00,2002-08-08,Clocks,A Rush of Blood to the Head,Coldplay,spotify:track:0BCPKOYdS2jbQ8iyB56Zns
2018-02-09T20:25:15+00:00,2012-08-04,Supernatural,Supernatural,Ken Ashcorp,spotify:track:4bzbXrXOjAYbMOWK2FS8fw
2018-02-07T04:01:42+00:00,2000-07-10,Yellow,Parachutes,Coldplay,spotify:track:3AJwUDP919kvQ9QcozQPxg
2018-02-05T05:01:45+00:00,2002-08-08,The Scientist,A Rush of Blood to the Head,Coldplay,spotify:track:75JFxkI2RXiU7L9VXzMkle
2018-01-29T01:48:50+00:00,1969-05-29,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash","Crosby, Stills & Nash",spotify:track:2PuUFT13yCzUOZun94WOXv
2018-01-28T14:49:03+00:00,1969-05-29,Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash","Crosby, Stills & Nash",spotify:track:1UKobFsdqNXQb8OthimCKe
2018-01-22T06:43:11+00:00,1982,The Safety Dance,Rhythm of Youth,Men Without Hats,spotify:track:5ZpDiWqCG93McsnuHu9uCR
2018-01-22T06:29:03+00:00,1998,Inside Out,Eve 6,Eve 6,spotify:track:4GiVcDqNQI0fc0yYuRGH9m
2018-01-15T14:30:25+00:00,2015-04-03,Back in the Days,The Good Life,Splendid,spotify:track:2CfjcRZw7HjQuWPWaQHIeH
2018-01-05T00:30:41+00:00,2014-01-31,Hungry,7 Layers,Dotan,spotify:track:3L8wnnHRXR8xFPyObBhnxe
2018-01-05T00:13:16+00:00,2014-05-19,She Moves,She Moves,Alle Farben+Graham Candy,spotify:track:3vI5AzbPh1HFDdGs1dDQeR
2018-01-05T00:11:11+00:00,2014-08-12,Fire,Fire,Gavin DeGraw,spotify:track:4DJZTapBDzc9UOpB0uv1tG
2018-01-04T22:37:08+00:00,2014-08-08,War,Rivals,Kensington,spotify:track:6mEl7vK6usgdsNm4QFHeEd
2018-01-04T22:31:19+00:00,2016-10-28,Sorry,Control,Kensington,spotify:track:07uuo1yEND3oinbFZnYOvx
2018-01-04T22:30:01+00:00,2015-06-02,On Shoulders,Chef'Special,Chef'Special,spotify:track:3qlP0Zpbmyx0uePIgZvXiC
2018-01-04T22:23:49+00:00,2015-06-02,In Your Arms,Chef'Special,Chef'Special,spotify:track:7fKF4HdftIEt3lLAy3rDG6
2018-01-04T22:19:41+00:00,2014-05-09,Louise,Venus & Mars,Jett Rebel,spotify:track:4ulCDgCtsV9gLw031TiiXf
2018-01-04T22:16:03+00:00,2012-08-24,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],One Day / Reckoning Song (Wankelmut Remix),Asaf Avidan & the Mojos+Wankelmut,spotify:track:5HSkycOEtb9iQ7cg1Oyqmu
2018-01-04T14:51:55+00:00,2014-04-14,Iron Sky,Caustic Love,Paolo Nutini,spotify:track:5EpP1lwkAnOAKbfAHUNJkI
2018-01-04T14:44:06+00:00,2014-07-08,Neptune,Atlas: I,Sleeping At Last,spotify:track:1RgiH5ucgoEWDKmGyA5drQ
2018-01-03T18:38:26+00:00,1999-06-08,Scar Tissue,Californication (Deluxe Edition),Red Hot Chili Peppers,spotify:track:1G391cbiT3v3Cywg8T7DM1
2018-01-03T18:33:11+00:00,2004-02-16,Take Me Out,Franz Ferdinand,Franz Ferdinand,spotify:track:20I8RduZC2PWMWTDCZuuAN
2018-01-02T21:14:04+00:00,2013-01-01,Ordinary Love,Mandela – Long Walk To Freedom (Original Motion Picture Soundtrack) [UK/International],U2,spotify:track:7kCrYUDtWsPldohOKPTKPL
2017-12-25T03:32:45+00:00,2017-06-16,Feel It Still,Woodstock,Portugal. The Man,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK
2017-12-03T14:28:03+00:00,2006-05-02,Crazy,St. Elsewhere,Gnarls Barkley,spotify:track:2N5zMZX7YeL1tico8oQxa9
2017-10-24T18:33:04+00:00,2011-03-24,Delay,Greetings & Salutations,Intergalactic Lovers,spotify:track:3JL2ofUTch9oJnEP0GKe3L
2017-10-24T18:30:20+00:00,2014-02-07,Northern Rd,Little Heavy Burdens,Intergalactic Lovers,spotify:track:4yqQHEBn0kGrAmvvfgp7E6
2017-10-24T18:30:17+00:00,2017-09-15,Between The Lines,Exhale,Intergalactic Lovers,spotify:track:2q7VQGN8Iq0S0B7frWmo17
2017-10-24T18:30:16+00:00,2011-03-24,Fade Away,Greetings & Salutations,Intergalactic Lovers,spotify:track:4JVpdXdQYXkKNNIdrny9m2
2017-10-24T18:30:14+00:00,2017-09-15,River,Exhale,Intergalactic Lovers,spotify:track:0P085kbidasVWUdIRCgnVK
2017-10-24T18:30:12+00:00,2011-03-24,Shewolf,Greetings & Salutations,Intergalactic Lovers,spotify:track:77WWbcVeYtRiMcUlTtnt1S
2017-10-21T18:18:03+00:00,2010-09-28,This Sweet Love - Earth Version,Turning Down Water For Air (Remixed),James Yuill,spotify:track:1Xb278g91KfTmAtwc69ZMU
2016-05-15T02:39:24+00:00,2003-07-22,Overkill - Acoustic Version,Man @ Work,Colin Hay,spotify:track:40RMyLACPKcbffg6g4xmEO
2015-11-27T15:23:58+00:00,2004-09-21,Wake Me up When September Ends,American Idiot,Green Day,spotify:track:3ZffCQKLFLUvYM59XKLbVm
